mensa_id,date,meal_id,name,category,price_student,notes
Philipps Bistro,2012-09-07,171130,Heilbuttsteak mit Kräuterbutter,Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-09-08,171133,Blumenkohl mit Sauce Hollandaise und Salzkartoffeln dazu Dessert,Menü vegetarisch,2.6,['mit Farbstoff']
Philipps Bistro,2012-09-08,171132,Gyros aus der Pfanne mit Tzatziki und Pommes-frites dazu gemischter Salat,Menü,2.95,['mit Schweinefleisch']
Philipps Bistro,2012-09-10,184718,Vegetarisch gefüllte Pasta mit Gemüsecarbonara dazu gemischter Salat und Dessert,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-10,175191,Rumpsteak vom Grill mit Sauce bearnaise,Bistro Gourmet Fleisch,4.2,['mit Alkohol']
Philipps Bistro,2012-09-10,175190,Lachsfilet auf Gemüsebett mit Weißweinsauce,Bistro Gourmet Fisch,4.45,['mit Alkohol']
Philipps Bistro,2012-09-10,172955,"Hähnchenbrustfilet in Rahmsauce, dazu Bratkartoffeln mit gemischtem Salat",Fleischgericht Abend,2.75,[]
Philipps Bistro,2012-09-11,175193,Hähnchenbrust in Mandelpanade mit Kräutersauce,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-09-11,175192,Limandefilet in Ei gebraten mit Tomatensauce,Bistro Gourmet Fisch,4.25,[]
Philipps Bistro,2012-09-11,172958,2 gebackene Hetax-Käse mit Knoblauchdipp und Butterreis dazu gemischter Salat,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-11,172957,"Putenbruststreifen ""Country Style"" mit Chilli und Gemüse dazu Bratkartoffeln und gemischter Salat",Fleischgericht Abend,2.85,[]
Philipps Bistro,2012-09-12,175195,Schweinefilet im Ganzen gebraten auf Paprikagemüse,Bistro Gourmet Fleisch,4.7,['mit Schweinefleisch']
Philipps Bistro,2012-09-12,175194,Nilbarsch gebraten mit Kapern-Zitronenbutter,Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-09-12,172960,3 vegetarisch gefüllte Maultaschen mit Kartoffelsalat dazu Kompott,Fleischlos Abend,2.6,"['mit Phosphat', 'mit Schweinefleisch', 'mit Süßungsmittel']"
Philipps Bistro,2012-09-12,172959,"Mensa Max Hamburger ""Marburger Art"" mit Pommes frites und gemischtem Salat",Fleischgericht Abend,2.95,['mit Süßungsmittel']
Philipps Bistro,2012-09-13,205221,Cordon bleu vom Schwein mit champignonsauce,Bistro Gourmet Fleisch,4.2,"['mit Konservierungsstoff', 'mit Phosphat', 'mit Schweinefleisch']"
Philipps Bistro,2012-09-13,205220,Scholle mit Kapern-Zitronen-Butter Sauce,Bistro Gourmet Fisch,5.35,['mit Alkohol']
Philipps Bistro,2012-09-13,205219,"Hähnchen ""Cordon bleu"" mit gemsichtem Salat mit Butterspätzle",Fleischgericht Abend,2.95,['mit Konservierungsstoff']
Philipps Bistro,2012-09-13,172962,Gemüselasagne mit Käse überbacken dazu gemischter Salat und Joghurtspeise,Fleischlos Abend,2.7,[]
Philipps Bistro,2012-09-14,205222,Hähnchengeschnetzeltes in Currysauce,Bistro Gourmet Fleisch,4.1,['mit Konservierungsstoff']
Philipps Bistro,2012-09-14,184719,Paniertes Schollenfilet mit Remouladensauce dazu Kartoffelsalat und Kompott,Fleischgericht Abend,2.95,['mit Süßungsmittel']
Philipps Bistro,2012-09-14,175198,Pangasiusfilet auf Blattspinat dazu Käsesauce,Bistro Gourmet Fisch,4.1,['mit Konservierungsstoff']
Philipps Bistro,2012-09-14,172964,Vegetarisches Soja-Chili mit Reis und gemischtem Salat,Fleischlos Abend,2.75,['mit  Antioxidationsmittel']
Philipps Bistro,2012-09-15,172966,Brokkolinuggets mit Schmandsauce und Salzkartoffeln dazu Weißkrautsalat,Menü vegetarisch,2.75,[]
Philipps Bistro,2012-09-15,172965,Paniertes Schweineschnitzel mit Zwiebeln und Pommes-frites dazu gemischter Salat,Menü,3.05,['mit Schweinefleisch']
Philipps Bistro,2012-09-17,205224,Entenbrust mit Pfeffersauce,Bistro Gourmet Fleisch,5.35,['mit Alkohol']
Philipps Bistro,2012-09-17,205223,Lachs auf Gemüse mit Sauce Hollandaise,Bistro Gourmet Fisch,4.45,['mit Alkohol']
Philipps Bistro,2012-09-17,193265,Eierpfannkuchen mit Gemüsefüllung dazu Salatbeilage und Butterreis,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-17,193264,Hähnchenspieß mit Paprika-Currysauce dazu Butterreis und Salatbeilage,Fleischgericht Abend,2.95,[]
Philipps Bistro,2012-09-18,205227,Putenschenkel mit Rahmsauce,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-09-18,205225,Tortellini mit Gemüsefüllung dazu Joghurtspeise Käsesauce und einen Salat,Fleischlos Abend,2.65,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
Philipps Bistro,2012-09-18,193266,Putensteak mit Rahmchampignons dazu Butterreis und Salatbeilage,Fleischgericht Abend,2.95,[]
Philipps Bistro,2012-09-19,205229,Schweinelende mit Gorgonzolasauce,Bistro Gourmet Fleisch,4.7,"['mit Konservierungsstoff', 'mit Schweinefleisch']"
Philipps Bistro,2012-09-19,205228,Rotbarsch gebacken mit Kräutersauce,Bistro Gourmet Fisch,4.45,[]
Philipps Bistro,2012-09-19,193268,Gyros von der Pute mit Knoblauchdipp dazu Pommes frites und Salatbeilage,Fleischgericht Abend,2.95,['mit Schweinefleisch']
Philipps Bistro,2012-09-19,193269,"Gemüsepfanne ""Peking"" mit Nudeln dazu Salatbeilage",Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-20,205230,"Hähnchenstreifen ""Shanghai""",Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-09-20,193271,Gnocchi -Brokkoli - Auflauf überbacken mit Sauce hollandaise dazu Salatbeilage und Dessert,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-20,193270,Pfefferhacksteak vom Rind dazu Pommes frites und Salatbeilage,Fleischgericht Abend,2.75,[]
Philipps Bistro,2012-09-21,205231,Heilbuttersteak mit Kräutersauce,Bistro Gourmet Fisch,4.45,[]
Philipps Bistro,2012-09-21,205232,Schweine Cordon bleu Pilzrahmsauce,Bistro Gourmet Fleisch,4.2,"['mit Konservierungsstoff', 'mit Phosphat', 'mit Schweinefleisch']"
Philipps Bistro,2012-09-21,193273,Vegetarische Frühlingsrolle mit Tomatensauce dazu Butterreis und Joghurtspeise,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-21,193272,Hähnchenbruststreifen mit Pilzen und Paprika dazu Kroketten und Salatbeilage,Fleischgericht Abend,2.85,[]
Philipps Bistro,2012-09-22,193275,Käsetortellini auf Blattspinat mit Salatbeilage dazu Käsesauce,Menü vegetarisch,2.25,[]
Philipps Bistro,2012-09-22,193274,"Seelachsfilet ""Mailänder Art"" in Käse-Eihülle mit Tomatensauce und Spaghetti dazu Salatbeilage",Menü,3.05,[]
Philipps Bistro,2012-09-24,229191,Putenfrikadelle mit Pilzrahmsauce dazu Pommes frites und Sal Tomaten-Kopfsalat Pommes frites (zum Tellergericht),Fleischgericht Abend,2.65,[]
Philipps Bistro,2012-09-24,215595,Rumsteak mit Sauce Bearnaise,Bistro Gourmet Fleisch,5.85,['mit Alkohol']
Philipps Bistro,2012-09-24,215594,Forelle gebraten in Mandelbutter,Bistro Gourmet Fisch,4.45,[]
Philipps Bistro,2012-09-24,215593,Vegetarisch gefüllte Tortellini auf Gemüsebett mit Fruchtjoghurt und Käsesauce dazu Salatbeilage,Fleischlos Abend,2.6,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
Philipps Bistro,2012-09-25,229193,Gemüsepfanne mit Tofuwürfelen und Bandnudeln,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-25,229192,gebackenes Hähnchenbrustfilet mit Auberginen und Pommes frites,Fleischgericht Abend,2.85,[]
Philipps Bistro,2012-09-25,215597,Hähnchenbrust in Sesampanade mit Tomatensauce,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-09-25,215596,Limandenfilet auf Blattspinat mit Sauce Choron,Bistro Gourmet Fisch,4.25,[]
Philipps Bistro,2012-09-26,229194,veg. Schupfnudel- Pfanne mit Tomatensauce dazu Salatbeilage,Fleischlos Abend,2.65,['mit Konservierungsstoff']
Philipps Bistro,2012-09-26,215600,"Red Snapper ""Louisiana"" mit Curryrahmsauce",Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-09-26,215598,Chicken Wings mit Chili Dipp dazu Bratkartoffeln und Salat,Fleischgericht Abend,3.1,[]
Philipps Bistro,2012-09-26,215601,Schweinemedaillons in Eier-Parmesanmantel mit Kräutersauce,Bistro Gourmet Fleisch,4.7,['mit Schweinefleisch']
Philipps Bistro,2012-09-27,229195,Geschnetzeltes von der Putenbrust mit Früchten dazu Kartoffe,Fleischgericht Abend,2.95,[]
Philipps Bistro,2012-09-27,229196,Asiatische Gemüsepfanne mit Reis und Nudeln,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-09-27,215604,Nilbarschfilet gebraten mit Weißweinsauce,Bistro Gourmet Fisch,4.5,['mit Alkohol']
Philipps Bistro,2012-09-27,215605,Schweinerückensteak gefüllt mit Käse und Kräutern mit Rahmsauce,Bistro Gourmet Fleisch,4.2,"['mit Konservierungsstoff', 'mit Schweinefleisch']"
Philipps Bistro,2012-09-28,229198,Kartoffel Cordon bleu in Käsesauce dazu Butterreis und Salat,Fleischlos Abend,2.7,[]
Philipps Bistro,2012-09-28,229197,"Seelachsfilet ""Sylter Art"" dazu Bratkartoffeln und Salatbeil",Fleischgericht Abend,2.95,"['mit Alkohol', 'mit Süßungsmittel']"
Philipps Bistro,2012-09-28,215609,"Hähnchenroulade ""Siena"" mit Tomaten - Concassee",Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-09-28,215608,Fischteller,Bistro Gourmet Fisch,4.5,['mit Alkohol']
Philipps Bistro,2012-09-29,215611,"Kartoffeltaschen mit Feta und Oliven gefüllt dazu Chilidipp , Reis und Salatbeilage",Menü vegetarisch,2.45,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
Philipps Bistro,2012-09-29,215610,Chicken Wings mit Barbecuedipp und Knoblauchbaguette dazu Salatbeilage,Menü,2.75,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
Philipps Bistro,2012-10-01,233403,Rosa gebratenes Entenbrustfilet in Orangensauce,Bistro Gourmet Fleisch,5.35,[]
Philipps Bistro,2012-10-01,233402,Lachsfilet mit Sauce Hollondaise,Bistro Gourmet Fisch,4.45,[]
Philipps Bistro,2012-10-01,233401,Champiognköpfe in Gemüserahmsauce mit Butterreis und gemischtem Salat,Fleischlos Abend,2.75,['mit Alkohol']
Philipps Bistro,2012-10-01,233400,Putenbrust mit Rahmsauce mit Kartoffelkroketten und gemischtem Salat,Fleischgericht Abend,3.05,[]
Philipps Bistro,2012-10-02,233407,Putenschnitzel in Sesampanade mit Rahmsauce,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-10-02,233406,"Fischteller ""Sylter Art"" mit Weißweinsauce""",Bistro Gourmet Fisch,4.55,['mit Alkohol']
Philipps Bistro,2012-10-02,233405,Brokkolinuggets mit Cocktailsauce Bratkartoffeln mit gemischtem Salat,Fleischlos Abend,2.85,[]
Philipps Bistro,2012-10-02,239126,Fischburger Pommes frites mit gemischtem Salat,Fleischgericht Abend,3.05,[]
Philipps Bistro,2012-10-04,233411,"Schweinelende ""Senfsauce""",Bistro Gourmet Fleisch,4.7,"['mit Konservierungsstoff', 'mit Schweinefleisch']"
Philipps Bistro,2012-10-04,233410,Pangasiusfilet auf Gemüsebett mit Kräuterauce,Bistro Gourmet Fisch,4.1,['mit Konservierungsstoff']
Philipps Bistro,2012-10-04,233408,6 Cevapcici vom Rind mit gemischtem Salat mit Tomatenreis und Knoblauchdipp,Fleischgericht Abend,2.6,[]
Philipps Bistro,2012-10-04,237714,Blumenkohl und Brokkoli mit Gnocchi in Kräutersauce mit Joghurtspeise,Fleischlos Abend,2.7,[]
Philipps Bistro,2012-10-05,233415,Cordon bleu vom Schwein,Bistro Gourmet Fleisch,4.2,"['mit Konservierungsstoff', 'mit Phosphat', 'mit Schweinefleisch']"
Philipps Bistro,2012-10-05,233414,Gebackenes Tilapafilet mit Dillstippe,Bistro Gourmet Fisch,4.3,['mit Alkohol']
Philipps Bistro,2012-10-06,242677,Hähnchen Crossis mit kalter Knoblauchsauce und Lyoner Bratkartoffeln dazu Salatbeilage,Menü,2.55,[]
Philipps Bistro,2012-10-06,242908,Grünkernbratling mit Sauce bearnaise und Schupfnudeln dazu Salatbeilage,Menü vegetarisch,2.55,"['mit Alkohol', 'mit Farbstoff']"
Philipps Bistro,2012-10-08,242681,Rumpsteak rosa gebraten mit Sauce bearnaise,Bistro Gourmet Fleisch,5.85,['mit Alkohol']
Philipps Bistro,2012-10-08,242680,Limandefilet auf Blattspinat mit Weißweinsauce,Bistro Gourmet Fisch,4.25,['mit Alkohol']
Philipps Bistro,2012-10-08,242679,Vegetarisch gefüllte Pasta mit Gemüsecarbonara dazu gemischter Salat und Dessert,Fleischlos Abend,2.75,[]
Philipps Bistro,2012-10-08,242678,"Hähnchenbrustfilet in Rahmsauce, dazu Bratkartoffeln mit gemischtem Salat",Fleischgericht Abend,2.9,[]
Philipps Bistro,2012-10-09,244630,"Putenbruststreifen ""Country Style"" mit Chili und Gemüse dazu Bratkartoffeln und gemischter Salat",Fleischgericht Abend,2.85,[]
Philipps Bistro,2012-10-09,242685,Gebratene Hähnchenbrust mit Pilzsauce,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-10-09,242684,Steinbeißerfilet mit Sauce hollandaise,Bistro Gourmet Fisch,4.55,[]
Philipps Bistro,2012-10-09,242683,2 gebackene Hetax-Käse mit Knoblauchdipp und Butterreis dazu gemischter Salat,Fleischlos Abend,2.85,[]
Philipps Bistro,2012-10-10,242689,Schweinelende mit Gorgonzolasauce,Bistro Gourmet Fleisch,4.7,['mit Schweinefleisch']
Philipps Bistro,2012-10-10,242688,Red Snapper mit Curryrahmsauce,Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-10-10,242687,3 vegetarisch gefüllte Maultaschen mit Kartoffelsalat dazu Kompott,Fleischlos Abend,2.6,"['mit Phosphat', 'mit Schweinefleisch', 'mit Süßungsmittel']"
Philipps Bistro,2012-10-10,242686,"Mensa Max Hamburger ""Marburger Art"" mit Pommes frites und gemischtem Salat",Fleischgericht Abend,2.95,['mit Süßungsmittel']
Philipps Bistro,2012-10-11,244631,Cordon bleu vom Schwein mit Champignonsauce,Bistro Gourmet Fleisch,4.1,"['mit Konservierungsstoff', 'mit Phosphat', 'mit Schweinefleisch']"
Philipps Bistro,2012-10-11,242692,"Hähnchenroulade ""Siena"" mit Rahmsauce",Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-10-11,242691,"Zanderfilet ""Grenobler Art""",Bistro Gourmet Fisch,4.55,[]
Philipps Bistro,2012-10-11,242690,Gemüselasagne mit Käse überbacken dazu gemischter Salat und Joghurtspeise,Fleischlos Abend,2.7,[]
Philipps Bistro,2012-10-12,242697,"Putenstreifen ""Züricher Art""",Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-10-12,242696,"Fischteller ""Hamburger Art"" mit Meeresfrüchten",Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-10-12,242695,Vegetarisches Soja-Chili mit Reis und gemischtem Salat,Fleischlos Abend,2.75,['mit  Antioxidationsmittel']
Philipps Bistro,2012-10-12,242694,Paniertes Schollenfilet mit Remouladensauce dazu Kartoffelsalat und Kompott,Fleischgericht Abend,2.95,['mit Süßungsmittel']
Philipps Bistro,2012-10-13,244633,Gebackener Gemüsestrudel mit Bratkartoffeln und Früchtequark,Menü vegetarisch,2.95,[]
Philipps Bistro,2012-10-13,244632,Putenragout in Paprika-Apfelgemüse mit Kartoffelkroketten und gemischtem Salat,Menü,3.05,[]
Philipps Bistro,2012-10-15,248709,Entenbrust mit Orangensauce,Bistro Gourmet Fleisch,5.35,[]
Philipps Bistro,2012-10-15,248708,Lachsfilet auf Gemüsebett dazu Weißweinsauce,Bistro Gourmet Fisch,4.45,[]
Philipps Bistro,2012-10-15,247789,Eierpfannkuchen mit Gemüsefüllung dazu Salatbeilage und Butterreis,Fleischlos Abend,2.6,[]
Philipps Bistro,2012-10-15,254590,Hähnchenspieß mit Paprika-Currysauce dazu Butterreis und Salatbeilage,Fleischgericht Abend,2.95,[]
Philipps Bistro,2012-10-16,248711,Putensteak mit Curry-Feigensauce,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-10-16,248710,Hokifilet gebraten nach Grenobler Art,Bistro Gourmet Fisch,4.1,[]
Philipps Bistro,2012-10-16,247791,Putensteak mit Rahmchampignons dazu Butterreis und Salatbeilage,Fleischgericht Abend,2.95,[]
Philipps Bistro,2012-10-16,254591,Tortellini mit Gemüsefüllung und Käsesauce dazu Salatbeilage und Joghurtspeise,Fleischlos Abend,2.65,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
Philipps Bistro,2012-10-17,249962,"Gemüsepfanne ""Peking"" mit Nudeln dazu Salatbeilage",Fleischlos Abend,2.75,[]
Philipps Bistro,2012-10-17,248713,Schweinelendchen auf Ratatouillegemüse,Bistro Gourmet Fleisch,4.7,['mit Schweinefleisch']
Philipps Bistro,2012-10-17,247795,Gyros von der Pute mit Knoblauchdipp dazu Pommes frites und Salatbeilage,Fleischgericht Abend,2.95,['mit Schweinefleisch']
Philipps Bistro,2012-10-17,254592,Heilbutt mit Ei gebraten dazu Tomatensauce,Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-10-18,249963,Gnocchi -Brokkoli - Auflauf überbacken mit Sauce hollandaise dazu Salatbeilage und Dessert,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-10-18,249341,Nilbarsch mit Kräutersauce,Bistro Gourmet Fisch,4.5,[]
Philipps Bistro,2012-10-18,248714,Hähnchenstreifen süß-sauer,Bistro Gourmet Fleisch,4.1,[]
Philipps Bistro,2012-10-18,247799,Pfefferhacksteak vom Rind dazu Pommes frites und Salatbeilage,Fleischgericht Abend,2.75,[]
Philipps Bistro,2012-10-19,249964,Vegetarische Frühlingsrolle mit Tomatensauce dazu Butterreis und Joghurtspeise,Fleischlos Abend,2.65,[]
Philipps Bistro,2012-10-19,248716,Schweinesteak mit Pilzen und Camembert überbacken,Bistro Gourmet Fleisch,4.2,"['mit Alkohol', 'mit Schweinefleisch']"
Philipps Bistro,2012-10-19,248715,"Forelle ""Müllerin Art"" gebraten",Bistro Gourmet Fisch,4.45,[]
